Τίτλος,Όμοιοι Τίτλοι
Αναγγελία ίδρυσης και έναρξης λειτουργίας Κέντρου Θεωρητικής Εκπαίδευσης Υποψήφιων Οδηγών (ΚΕΘΕΥΟ),Αναγγελία Ίδρυσης και Λειτουργίας Κέντρου Θεωρητικής Εκπαίδευσης Υποψηφίων Οδηγών (Κε.Θ.Ε.Υ.Ο.) (Φυσικό/Νομικό Πρόσωπο)
Αναγγελία θεωρητικής κατάρτισης - Voucher (Εργάνη-Ε3.2),Αναγγελία πρακτικής κατάρτισης - Voucher (Εργάνη-Ε3.3)
Αναγγελία πρακτικής κατάρτισης - Voucher (Εργάνη-Ε3.3),Αναγγελία θεωρητικής κατάρτισης - Voucher (Εργάνη-Ε3.2)
Αναγνώριση Δικαιώματος Ασκήσεως Επαγγέλματος Οπτικού,Αναγνώριση Δικαιώματος Ασκήσεως Επαγγέλματος Ψυχολόγου
Αναγνώριση Δικαιώματος Ασκήσεως Επαγγέλματος Ψυχολόγου,Αναγνώριση Δικαιώματος Ασκήσεως Επαγγέλματος Οπτικού
Αναζήτηση θέσεων εργασίας,Αναζήτηση θέσεων εργασίας στον αγροτοδιατροφικό τομέα
Αναζήτηση θέσεων εργασίας στον αγροτοδιατροφικό τομέα,Αναζήτηση θέσεων εργασίας
Αναθεώρηση Άδειας Λειτουργίας Μονάδας Φροντίδας Ηλικιωμένων,"Άδεια λειτουργίας μονάδας φροντίδας ηλικιωμένων
Χορήγηση Άδειας Λειτουργίας Μονάδας Φροντίδας Ηλικιωμένων"
Ανανέωση Δήλωσης Διασυνοριακής Προσωρινής Παροχής Υπηρεσίας Οδικής Βοήθειας (Αρθρο 17 Ν. 3844/2010),Αρχική Δήλωση Διασυνοριακής Προσωρινής Παροχής Υπηρεσίας Οδικής Βοήθειας
Ανανέωση άδειας οδικού μεταφορέα εμπορευμάτων και επιβατών,Άδεια οδικού μεταφορέα εμπορευμάτων και επιβατών
Ανανέωση ειδικής άδειας οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου,"Άδεια οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου
Αντίγραφο ειδικής άδειας οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου"
Ανανέωση εξουσιοδότησης συνεργείου για τοποθέτηση συστήματος περιορισμού ταχύτητας,Εξουσιοδότηση συνεργείου για τοποθέτηση συστήματος περιορισμού ταχύτητας
Ανανέωση πρακτικής άσκησης βοηθού φαρμακείου,"Ανανέωση πρακτικής άσκησης φοιτητών φαρμακευτικής
Βεβαίωση ολοκλήρωσης πρακτικής άσκησης βοηθού φαρμακείου"
Ανανέωση πρακτικής άσκησης φοιτητών φαρμακευτικής,Ανανέωση πρακτικής άσκησης βοηθού φαρμακείου
Αναφορά / καταγγελία για θέματα υγειονομικών ελέγχων και περιβαλλοντικής υγιεινής των περιφερειακών ενοτήτων,"Αιτήσεις για θέματα υγειονομικών ελέγχων και περιβαλλοντικής υγιεινής των περιφερειακών ενοτήτων
Ενστάσεις για θέματα υγειονομικών ελέγχων και περιβαλλοντικής υγιεινής των περιφερειακών ενοτήτων"
Αντίγραφο άδειας οδήγησης λόγω κλοπής / απώλειας,Αντίγραφο άδειας οδήγησης λόγω φθοράς
Αντίγραφο άδειας οδήγησης λόγω φθοράς,Αντίγραφο άδειας οδήγησης λόγω κλοπής / απώλειας
Αντίγραφο ειδικής άδειας οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου,"Άδεια οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου
Ανανέωση ειδικής άδειας οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου"
Αντίγραφο παραχωρητηρίου προσφυγικού ακινήτου,Παραχωρητήριο προσφυγικού ακινήτου
Αντικατάσταση Πιστοποιημένου Προϊσταμένου Διεύθυνσης Διοικητικού/Προσωπικού στο Μητρώο Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου,"Βεβαίωση Μητρώου Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου
Πιστοποίηση Προϊσταμένου Διεύθυνσης Διοικητικού/Προσωπικού στο Μητρώο Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου"
Απαλλαγή πολεμικών πλοίων από την καταβολή πλοηγικών δικαιωμάτων,Καταβολή πλοηγικών δικαιωμάτων
Απογραφική Τακτοποίηση Μηχανογραφικού Εξοπλισμού Α.Λ.Σ.-ΕΛ.ΑΚΤ,Μηχανογραφικό
Αποδεικτικό φορολογικής ενημερότητας,Εγκυρότητα αποδεικτικού φορολογικής ενημερότητας
Αποθετήριο Κοινωνικών Δεδομένων Εθνικού Κέντρου Κοινωνικών Ερευνών (ΕΚΚΕ),"Εκδόσεις Εθνικού Κέντρου Κοινωνικών Ερευνών (ΕΚΚΕ)
Καλειδοσκόπιο Κοινωνικών Δεδομένων Εθνικού Κέντρου Κοινωνικών Ερευνών (ΕΚΚΕ)"
Απονομή Επικουρικής Σύνταξης Δημοσίου Τομέα Υπαλλήλων ΟΤΑ- ΑΙΡΕΤΩΝ- ΠΡΟΣΩΠΙΚΟ ΕΣΥ,Απονομή Κύριας Σύνταξης Δημοσίου Τομέα υπαλλήλων ΟΤΑ- ΑΙΡΕΤΩΝ- ΠΡΟΣΩΠΙΚΟ ΕΣΥ
Απονομή Επικουρικής Σύνταξης Δημοσίου Τομέα Υπαλλήλων Υπουργείων -Πανεπιστημιακών- Δικαστικών- Εκπαιδευτικών,"Απονομή Εφάπαξ Παροχής Δημοσίου Τομέα Υπαλλήλων Υπουργείων -Πανεπιστημιακών- Δικαστικών- Εκπαιδευτικών
Απονομή Κύριας Σύνταξης Δημοσίου Τομέα Υπαλλήλων Υπουργείων- Πανεπιστημιακών-Δικαστικών- Εκπαιδευτικών"
Απονομή Επικουρικής Σύνταξης Δημοσίου Τομέα υπαλλήλων ΝΠΔΔ- ΚΛΗΡΙΚΩΝ- ΕΙΔΙΚΕΣ ΚΑΤΗΓΟΡΙΕΣ,Απονομή Κύριας Σύνταξης Δημοσίου Τομέα Υπαλλήλων ΝΠΔΔ- ΚΛΗΡΙΚΩΝ- ΕΙΔΙΚΕΣ ΚΑΤΗΓΟΡΙΕΣ
Απονομή Εφάπαξ Παροχής Δημοσίου Τομέα Υπαλλήλων ΝΠΔΔ- ΚΛΗΡΙΚΩΝ- ΕΙΔΙΚΕΣ ΚΑΤΗΓΟΡΙΕΣ,Απονομή Κύριας Σύνταξης Δημοσίου Τομέα Υπαλλήλων ΝΠΔΔ- ΚΛΗΡΙΚΩΝ- ΕΙΔΙΚΕΣ ΚΑΤΗΓΟΡΙΕΣ
Απονομή Εφάπαξ Παροχής Δημοσίου Τομέα Υπαλλήλων Υπουργείων -Πανεπιστημιακών- Δικαστικών- Εκπαιδευτικών,"Απονομή Επικουρικής Σύνταξης Δημοσίου Τομέα Υπαλλήλων Υπουργείων -Πανεπιστημιακών- Δικαστικών- Εκπαιδευτικών
Απονομή Κύριας Σύνταξης Δημοσίου Τομέα Υπαλλήλων Υπουργείων- Πανεπιστημιακών-Δικαστικών- Εκπαιδευτικών"
Απονομή Κύριας Σύνταξης Δημοσίου Τομέα Υπαλλήλων ΝΠΔΔ- ΚΛΗΡΙΚΩΝ- ΕΙΔΙΚΕΣ ΚΑΤΗΓΟΡΙΕΣ,"Απονομή Επικουρικής Σύνταξης Δημοσίου Τομέα υπαλλήλων ΝΠΔΔ- ΚΛΗΡΙΚΩΝ- ΕΙΔΙΚΕΣ ΚΑΤΗΓΟΡΙΕΣ
Απονομή Εφάπαξ Παροχής Δημοσίου Τομέα Υπαλλήλων ΝΠΔΔ- ΚΛΗΡΙΚΩΝ- ΕΙΔΙΚΕΣ ΚΑΤΗΓΟΡΙΕΣ"
Απονομή Κύριας Σύνταξης Δημοσίου Τομέα Υπαλλήλων Υπουργείων- Πανεπιστημιακών-Δικαστικών- Εκπαιδευτικών,"Απονομή Επικουρικής Σύνταξης Δημοσίου Τομέα Υπαλλήλων Υπουργείων -Πανεπιστημιακών- Δικαστικών- Εκπαιδευτικών
Απονομή Εφάπαξ Παροχής Δημοσίου Τομέα Υπαλλήλων Υπουργείων -Πανεπιστημιακών- Δικαστικών- Εκπαιδευτικών"
Απονομή Κύριας Σύνταξης Δημοσίου Τομέα υπαλλήλων ΟΤΑ- ΑΙΡΕΤΩΝ- ΠΡΟΣΩΠΙΚΟ ΕΣΥ,Απονομή Επικουρικής Σύνταξης Δημοσίου Τομέα Υπαλλήλων ΟΤΑ- ΑΙΡΕΤΩΝ- ΠΡΟΣΩΠΙΚΟ ΕΣΥ
Απονομή κύριας σύνταξης λόγω θανάτου ασφαλισμένου,Μεταβίβαση κύριας σύνταξης λόγω θανάτου ασφαλισμένου
Απονομή πολεμικής σύνταξης,Απονομή πολεμικής σύνταξης σε χήρα σύζυγο και ορφανά
Απονομή πολεμικής σύνταξης σε χήρα σύζυγο και ορφανά,Απονομή πολεμικής σύνταξης
Απονομή σύνταξης λόγω ανικανότητας ή θανάτου που προήλθε πρόδηλα και αναμφισβήτητα εξαιτίας της Υπηρεσίας και ένεκα ταύτης,Μεταβίβαση σύνταξης λόγω ανικανότητας ή θανάτου που προήλθε πρόδηλα και αναμφισβήτητα εξαιτίας της Υπηρεσίας και ένεκα ταύτης
Απονομή σύνταξης σε θύματα τρομοκρατικής πράξης ή βίαιου συμβάντος (δημόσιοι υπάλληλοι-λειτουργοί και στρατιωτικοί),Μεταβίβαση σύνταξης θυμάτων τρομοκρατικής πράξης ή βίαιου συμβάντος (δημόσιοι υπάλληλοι-λειτουργοί και στρατιωτικοί)
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου,"Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου"
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου,"Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου,"Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου,"Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου"
Απόσπαση Υπαλλήλου στο Γραφείο Έλληνα Επιτρόπου στην Ευρωπαϊκή Επιτροπή,Άρση Απόσπασης Υπαλλήλου στο Γραφείο Έλληνα Επιτρόπου στην Ευρωπαϊκή Επιτροπή
Απόσπαση μόνιμου εκπαιδευτικού Δ.Ε. σε Κ.Ε.Σ.Υ. για τις θέσεις εξειδίκευσης στη συμβουλευτική στον Επ/κό προσανατολισμό,Μετάθεση μόνιμου εκπαιδευτικού Δ.Ε. σε Κ.Ε.Σ.Υ. για τις θέσεις εξειδίκευσης στη συμβουλευτική στον Επ/κό προσανατολισμό
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμας Εκπαίδευσης κλάδου ΠΕ86 σε Περιφερειακές Δ/νσεις ΠΕ & ΔΕ,Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από ΠΥΣΔΕ σε ΠΥΣΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από ΠΥΣΔΕ σε ΠΥΣΔΕ,Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμας Εκπαίδευσης κλάδου ΠΕ86 σε Περιφερειακές Δ/νσεις ΠΕ & ΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης εκπαίδευσης σε μουσικά σχολεία,Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Ερευνητικά Κέντρα,"Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε καλλιτεχνικά σχολεία
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε φορείς και υπηρεσίες του ΥΠΑΙΘ"
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε καλλιτεχνικά σχολεία,"Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Ερευνητικά Κέντρα
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε καλλιτεχνικά σχολεία
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε μουσικά σχολεία"
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία του ίδιου ΠΥΣΔΕ,Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων,"Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης εκπαίδευσης σε μουσικά σχολεία
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Ερευνητικά Κέντρα
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε καλλιτεχνικά σχολεία
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία του ίδιου ΠΥΣΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε φορείς και υπηρεσίες του ΥΠΑΙΘ
Γνωμοδότηση του ΑΠΥΣΔΕ για απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης"
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε φορείς και υπηρεσίες του ΥΠΑΙΘ,"Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Ερευνητικά Κέντρα
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων"
Αρχική Δήλωση Διασυνοριακής Προσωρινής Παροχής Υπηρεσίας Οδικής Βοήθειας,Ανανέωση Δήλωσης Διασυνοριακής Προσωρινής Παροχής Υπηρεσίας Οδικής Βοήθειας (Αρθρο 17 Ν. 3844/2010)
Ασφαλιστική ενημερότητα,Ασφαλιστική ενημερότητα ΕΛΓΑ
Ασφαλιστική ενημερότητα ΕΛΓΑ,Ασφαλιστική ενημερότητα
Ασφαλιστική ικανότητα,Έλεγχος ασφαλιστικής ικανότητας
Ατομικός Ηλεκτρονικός Φάκελος Υγείας (ΑΗΦΥ) για γιατρούς,Ατομικός Ηλεκτρονικός Φάκελος Υγείας (ΑΗΦΥ) για πολίτες
Ατομικός Ηλεκτρονικός Φάκελος Υγείας (ΑΗΦΥ) για πολίτες,Ατομικός Ηλεκτρονικός Φάκελος Υγείας (ΑΗΦΥ) για γιατρούς
Βεβαίωση Μητρώου Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου,"Αντικατάσταση Πιστοποιημένου Προϊσταμένου Διεύθυνσης Διοικητικού/Προσωπικού στο Μητρώο Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου
Πιστοποίηση Προϊσταμένου Διεύθυνσης Διοικητικού/Προσωπικού στο Μητρώο Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου"
Βεβαίωση μη ανάκλησης παραχωρητηρίου προσφυγικού ακινήτου,Παραχωρητήριο προσφυγικού ακινήτου
Βεβαίωση ολοκλήρωσης πρακτικής άσκησης βοηθού φαρμακείου,Ανανέωση πρακτικής άσκησης βοηθού φαρμακείου
Βεβαίωση συμβατότητας ειδικότητας ιατρικής / οδοντιατρικής της Ευρωπαϊκής Ένωσης,Βεβαίωση συμβατότητας πτυχίου ιατρικής / οδοντιατρικής της Ευρωπαϊκής Ένωσης
Βεβαίωση συμβατότητας πτυχίου ιατρικής / οδοντιατρικής της Ευρωπαϊκής Ένωσης,Βεβαίωση συμβατότητας ειδικότητας ιατρικής / οδοντιατρικής της Ευρωπαϊκής Ένωσης
Βεβαιώσεις εισφορών π. ΟΑΕΕ,"Βεβαιώσεις εισφορών π. ΟΓΑ
Βεβαιώσεις εισφορών π. ΤΣΑΥ
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ"
Βεβαιώσεις εισφορών π. ΟΓΑ,"Βεβαιώσεις εισφορών π. ΟΑΕΕ
Βεβαιώσεις εισφορών π. ΤΣΑΥ
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ"
Βεβαιώσεις εισφορών π. ΤΣΑΥ,"Βεβαιώσεις εισφορών π. ΟΑΕΕ
Βεβαιώσεις εισφορών π. ΟΓΑ
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ"
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ,"Βεβαιώσεις εισφορών π. ΟΑΕΕ
Βεβαιώσεις εισφορών π. ΟΓΑ
Βεβαιώσεις εισφορών π. ΤΣΑΥ"
Βραχυχρόνια μίσθωση ακινήτων,Βραχυχρόνια μίσθωση ακινήτων για επιχειρήσεις
Βραχυχρόνια μίσθωση ακινήτων για επιχειρήσεις,Βραχυχρόνια μίσθωση ακινήτων
Γνωμοδότηση του ΑΠΥΣΔΕ για απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης,Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Γνωστοποίηση Ίδρυσης και Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων (Φυσικό/Νομικό Πρόσωπο),Γνωστοποίηση Μεταβίβασης Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων σε Φυσικό ή Νομικό Πρόσωπο
Γνωστοποίηση Ίδρυσης και Λειτουργίας Καταστήματος Υγειονομικού Ενδιαφέροντος,Αναγγελία Ίδρυσης και Λειτουργίας Καταστήματος Υγειονομικού Ενδιαφέροντος επί Θαλασσοπλοούντων Πλοίων (Φυσικό/Νομικό Πρόσωπο)
Γνωστοποίηση Μεταβίβασης Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων σε Φυσικό ή Νομικό Πρόσωπο,Γνωστοποίηση Ίδρυσης και Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων (Φυσικό/Νομικό Πρόσωπο)
Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού,"Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού"
Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για την Ίδρυση και Λειτουργία Σχολής Ναυαγοσωστικής Εκπαίδευσης,Δήλωση Προσωρινής Διασυνοριακής Π.Υ για την Ίδρυση και Λειτουργία Σχολής Ναυαγοσωστικής Εκπαίδευσης
Δήλωση Προσωρινής Διασυνοριακής Π.Υ για την Ίδρυση και Λειτουργία Σχολής Ναυαγοσωστικής Εκπαίδευσης,Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για την Ίδρυση και Λειτουργία Σχολής Ναυαγοσωστικής Εκπαίδευσης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης,Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου,Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής,Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα,"Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής"
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών,Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής,Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
"Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών: Α) Γεωπόνου, Β) Δασολόγου, Γ) Κτηνιάτρου, Δ) Γεωλόγου και Ε) Ιχθυολόγου","Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
