Τίτλος,Όμοιοι Τίτλοι
Αριθμός καταχώρισης αλιευτικού σκάφους,Χορήγηση Αριθμού Καταχώρισης σε Αλιευτικό Σκάφος
Αρχική Δήλωση Διασυνοριακής Προσωρινής Παροχής Υπηρεσίας Οδικής Βοήθειας,Ανανέωση Δήλωσης Διασυνοριακής Προσωρινής Παροχής Υπηρεσίας Οδικής Βοήθειας (Αρθρο 17 Ν. 3844/2010)
Ασφαλιστική ενημερότητα,"Ασφαλιστική ενημερότητα ΕΛΓΑ
Ασφαλιστική ικανότητα
Δημοτική ενημερότητα"
Ασφαλιστική ενημερότητα ΕΛΓΑ,"Ασφαλιστική ενημερότητα
Ασφαλιστική ικανότητα
Δημοτική ενημερότητα"
Ασφαλιστική ικανότητα,"Έλεγχος ασφαλιστικής ικανότητας
Ασφαλιστική ενημερότητα
Ασφαλιστική ενημερότητα ΕΛΓΑ
Εκ νέου κρίση σωματικής ικανότητας Δόκιμων που κρίθηκαν ακατάλληλοι για τη συνέχιση της εκπαίδευσης στη σχολή
Επανεξέταση σωματικής ικανότητας Αστ/κών για σύνταξη νέου πίνακα υπηρεσιών «υπηρεσίας γραφείου»
Επιλογή ασφαλιστικής κατηγορίας κύριας και επικουρικής ασφάλισης και εφάπαξ (eΕΦΚΑ)
Κρίση σωματικής ικανότητας Αστυνομικών, Συνοριακών Φυλάκων και Ειδικών Φρουρών
Κρίση σωματικής ικανότητας Δοκίμων, των οποίων η εκπαίδευση κωλύθηκε λόγω νόσου, πάθησης ή βλάβης
Κρίση σωματικής ικανότητας από τις Επιτροπές Κατάταξης
Κρίση σωματικής ικανότητας για Επαναφορά στην Ενεργό Υπηρεσία από «υπηρεσία γραφείου»
Κρίση σωματικής ικανότητας για Μετάταξη στην κατάσταση της Μόνιμης Διαθεσιμότητας
Κρίση σωματικής ικανότητας για παρακολούθηση σεμιναρίου ή εκπ/κού προγράμματος από τους Αστυνομικούς «υπηρεσίας γραφείου»
Κρίση σωματικής ικανότητας ιδιωτών που κατατάσσονται στην Ελληνική Αστυνομία ως Αξιωματικοί Ε.Κ. ή ως κατώτερο προσωπικό Ε.Κ
Κρίση σωματικής ικανότητας υποψηφίων Δοκίμων Υπαστυνόμων, εκ του Σώματος, Δοκίμων Υπαστυνόμων, Δοκίμων Αστυφυλάκων"
Ατομικός Ηλεκτρονικός Φάκελος Υγείας (ΑΗΦΥ) για γιατρούς,Ατομικός Ηλεκτρονικός Φάκελος Υγείας (ΑΗΦΥ) για πολίτες
Ατομικός Ηλεκτρονικός Φάκελος Υγείας (ΑΗΦΥ) για πολίτες,Ατομικός Ηλεκτρονικός Φάκελος Υγείας (ΑΗΦΥ) για γιατρούς
Ατομικός Λογαριασμός Ασφάλισης Απασχολουμένων,Ατομικός λογαριασμός ασφάλισης μισθωτών
Ατομικός λογαριασμός ασφάλισης μισθωτών,Ατομικός Λογαριασμός Ασφάλισης Απασχολουμένων
Βεβαίωση / άδεια καταλληλότητας οχήματος μεταφοράς προϊόντων ζωικής προέλευσης,"Έκδοση βεβαιώσεων–αδειών καταλληλότητας οχημάτων μεταφοράς προϊόντων ζωικής προέλευσης
Εξαγωγή υποπροϊόντων ζωικής προέλευσης"
Βεβαίωση Μητρώου Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου,"Αντικατάσταση Πιστοποιημένου Προϊσταμένου Διεύθυνσης Διοικητικού/Προσωπικού στο Μητρώο Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου
Πιστοποίηση Προϊσταμένου Διεύθυνσης Διοικητικού/Προσωπικού στο Μητρώο Ανθρώπινου Δυναμικού Ελληνικού Δημοσίου"
Βεβαίωση αποδοχών ανταποκριτή ΕΛΓΑ,"Ανάλυση αμοιβών ανταποκριτή ΕΛΓΑ
Βεβαίωση αποδοχών οριοδείκτη ΕΛΓΑ"
Βεβαίωση αποδοχών οριοδείκτη ΕΛΓΑ,Βεβαίωση αποδοχών ανταποκριτή ΕΛΓΑ
Βεβαίωση επανεγγραφής μη μισθωτών (eΕΦΚΑ),Εισφορές μη μισθωτών (eΕΦΚΑ)
Βεβαίωση καταβολής αποζημιώσεων ζωικού κεφαλαίου ΕΛΓΑ,Βεβαίωση καταβολής αποζημιώσεων φυτικής παραγωγής ΕΛΓΑ
Βεβαίωση καταβολής αποζημιώσεων φυτικής παραγωγής ΕΛΓΑ,Βεβαίωση καταβολής αποζημιώσεων ζωικού κεφαλαίου ΕΛΓΑ
Βεβαίωση μη ανάκλησης παραχωρητηρίου προσφυγικού ακινήτου,"Αντίγραφο παραχωρητηρίου προσφυγικού ακινήτου
Παραχωρητήριο προσφυγικού ακινήτου"
Βεβαίωση μη οφειλής τελών κυκλοφορίας,Τέλη κυκλοφορίας
Βεβαίωση ολοκλήρωσης πρακτικής άσκησης βοηθού φαρμακείου,Ανανέωση πρακτικής άσκησης βοηθού φαρμακείου
Βεβαίωση πιστοποίησης αποφοίτων ΙΕΚ,Εξετάσεις πιστοποίησης αποφοίτων ΙΕΚ
Βεβαίωση συμβατότητας ειδικότητας ιατρικής / οδοντιατρικής της Ευρωπαϊκής Ένωσης,Βεβαίωση συμβατότητας πτυχίου ιατρικής / οδοντιατρικής της Ευρωπαϊκής Ένωσης
Βεβαίωση συμβατότητας πτυχίου ιατρικής / οδοντιατρικής της Ευρωπαϊκής Ένωσης,Βεβαίωση συμβατότητας ειδικότητας ιατρικής / οδοντιατρικής της Ευρωπαϊκής Ένωσης
Βεβαίωση υποβολής απογραφικής δήλωσης μη μισθωτών (eΕΦΚΑ),"Εισφορές μη μισθωτών (eΕΦΚΑ)
Λήξη ασφάλισης μη μισθωτών (eΕΦΚΑ)"
Βεβαίωση χορήγησης οικονομικής ενίσχυσης κωφαλαλίας,Βεβαίωση χορήγησης οικονομικής ενίσχυσης σε άτομα με βαριά αναπηρία
Βεβαίωση χορήγησης οικονομικής ενίσχυσης σε άτομα με βαριά αναπηρία,Βεβαίωση χορήγησης οικονομικής ενίσχυσης κωφαλαλίας
Βεβαίωση χρόνου ανεργίας,Βεβαίωση χρόνου λειτουργίας φαρμακείου
Βεβαίωση χρόνου λειτουργίας φαρμακείου,Βεβαίωση χρόνου ανεργίας
Βεβαιώσεις εισφορών (eΕΦΚΑ),"Βεβαιώσεις εισφορών π. ΟΑΕΕ
Βεβαιώσεις εισφορών π. ΟΓΑ
Βεβαιώσεις εισφορών π. ΤΣΑΥ
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ"
Βεβαιώσεις εισφορών π. ΟΑΕΕ,"Βεβαιώσεις εισφορών (eΕΦΚΑ)
Βεβαιώσεις εισφορών π. ΟΓΑ
Βεβαιώσεις εισφορών π. ΤΣΑΥ
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ"
Βεβαιώσεις εισφορών π. ΟΓΑ,"Βεβαιώσεις εισφορών (eΕΦΚΑ)
Βεβαιώσεις εισφορών π. ΟΑΕΕ
Βεβαιώσεις εισφορών π. ΤΣΑΥ
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ"
Βεβαιώσεις εισφορών π. ΤΣΑΥ,"Βεβαιώσεις εισφορών (eΕΦΚΑ)
Βεβαιώσεις εισφορών π. ΟΑΕΕ
Βεβαιώσεις εισφορών π. ΟΓΑ
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ"
Βεβαιώσεις εισφορών π. ΤΣΜΕΔΕ,"Βεβαιώσεις εισφορών (eΕΦΚΑ)
Βεβαιώσεις εισφορών π. ΟΑΕΕ
Βεβαιώσεις εισφορών π. ΟΓΑ
Βεβαιώσεις εισφορών π. ΤΣΑΥ"
Βιβλιοθήκη Αριστοτελείου Πανεπιστημίου Θεσσαλονίκης (ΑΠΘ),Επιστημονικές εργασίες Αριστοτελείου Πανεπιστημίου Θεσσαλονίκης (ΑΠΘ)
Βραχυχρόνια μίσθωση ακινήτων,Βραχυχρόνια μίσθωση ακινήτων για επιχειρήσεις
Βραχυχρόνια μίσθωση ακινήτων για επιχειρήσεις,Βραχυχρόνια μίσθωση ακινήτων
Γνωματεύσεις / συνταγογράφηση παροχών ΕΚΠΥ,Άυλη συνταγογράφηση
Γνωμοδότηση του ΑΠΥΣΔΕ για απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης,"Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από ΠΥΣΔΕ σε ΠΥΣΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Ερευνητικά Κέντρα
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε καλλιτεχνικά σχολεία
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε μουσικά σχολεία
Ρυθμίση υπεραριθμίας μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης"
Γνωστοποίηση Ίδρυσης και Λειτουργίας Επιχείρησης Επαγγελματικής Χρήσης Βιοκτόνων Σκευασμάτων,Ίδρυση και λειτουργία επιχείρησης επαγγελματικής χρήσης βιοκτόνων σκευασμάτων για την καταπολέμηση εντόμων και τρωκτικών
Γνωστοποίηση Ίδρυσης και Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων (Φυσικό/Νομικό Πρόσωπο),"Γνωστοποίηση Ανανέωσης ή Επέκτασης Λειτουργίας Γυμναστηρίου ή Αθλητικής Σχολής
Γνωστοποίηση Μεταβίβασης Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων σε Φυσικό ή Νομικό Πρόσωπο"
Γνωστοποίηση Ίδρυσης και Λειτουργίας Καταστήματος Υγειονομικού Ενδιαφέροντος,"Αναγγελία Ίδρυσης και Λειτουργίας Καταστήματος Υγειονομικού Ενδιαφέροντος επί Θαλασσοπλοούντων Πλοίων (Φυσικό/Νομικό Πρόσωπο)
Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για Ίδρυση και Λειτουργία Καταστήματος Υγειονομικού Ενδιαφέροντος επί Θαλασσοπλοούντων Πλοίων"
Γνωστοποίηση Ανανέωσης ή Επέκτασης Λειτουργίας Γυμναστηρίου ή Αθλητικής Σχολής,"Γνωστοποίηση Ίδρυσης και Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων (Φυσικό/Νομικό Πρόσωπο)
Γνωστοποίηση Επέκτασης ή Μεταφοράς Γυμναστηρίου ή Αθλητικής Σχολής σε νέο κτίριο"
Γνωστοποίηση Επέκτασης ή Μεταφοράς Γυμναστηρίου ή Αθλητικής Σχολής σε νέο κτίριο,Γνωστοποίηση Ανανέωσης ή Επέκτασης Λειτουργίας Γυμναστηρίου ή Αθλητικής Σχολής
Γνωστοποίηση Λειτουργίας σε Κύρια Τουριστικά Καταλύματα,"Γνωστοποίηση Λειτουργίας σε Τουριστικές Επιπλωμένες Κατοικίες, σε Ενοικιαζόμενα Επιπλωμένα Δωμάτια"
"Γνωστοποίηση Λειτουργίας σε Τουριστικές Επιπλωμένες Κατοικίες, σε Ενοικιαζόμενα Επιπλωμένα Δωμάτια",Γνωστοποίηση Λειτουργίας σε Κύρια Τουριστικά Καταλύματα
Γνωστοποίηση Μεταβίβασης Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων σε Φυσικό ή Νομικό Πρόσωπο,Γνωστοποίηση Ίδρυσης και Λειτουργίας Ιδιωτικού Γυμναστηρίου ή Ιδιωτικής Σχολής Εκμάθησης Αθλημάτων (Φυσικό/Νομικό Πρόσωπο)
Δήλωση Κλοπής/Απώλειας Ελληνικού Διαβατηρίου,Έκδοση Ελληνικού Διαβατηρίου
Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού,"Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Οδοντιατρείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Φαρμακείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διαιτολόγου - Διατροφολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διασώστη - Πληρώματος Ασθενοφόρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επισκέπτη Υγείας
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Κοινωνικού Λειτουργού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Μαίας/Μαιευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για Ίδρυση και Λειτουργία Καταστήματος Υγειονομικού Ενδιαφέροντος επί Θαλασσοπλοούντων Πλοίων,"Αναγγελία Ίδρυσης και Λειτουργίας Καταστήματος Υγειονομικού Ενδιαφέροντος επί Θαλασσοπλοούντων Πλοίων (Φυσικό/Νομικό Πρόσωπο)
Γνωστοποίηση Ίδρυσης και Λειτουργίας Καταστήματος Υγειονομικού Ενδιαφέροντος"
Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για την Ίδρυση Σχολής Εκπαίδευσης Χειριστών Ταχύπλοων Σκαφών ή Θαλάσσιων Μοτοποδηλάτων,Αναγγελία Ίδρυσης Σχολής Εκπαίδευσης Χειριστών Ταχυπλόων Σκαφών ή Θαλάσσιων Μοτοποδηλάτων (Φυσικό/Νομικό Πρόσωπο)
Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για την Ίδρυση και Λειτουργία Σχολής Ναυαγοσωστικής Εκπαίδευσης,Δήλωση Προσωρινής Διασυνοριακής Π.Υ για την Ίδρυση και Λειτουργία Σχολής Ναυαγοσωστικής Εκπαίδευσης
Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για την Εκμίσθωση Μηχανοκίνητων Λέμβων και Ταχύπλοων Μικρών Σκαφών,Αναγγελία Εκμίσθωσης Μηχανοκίνητων Λέμβων και Ταχύπλοων Μικρών Σκαφών (Φυσικό/Νομικό Πρόσωπο)
Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για το Υπαίθριο Εμπόριο επί Πλοίων,Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Υπαίθριο Εμπόριο επί Πλοίων
Δήλωση Προσωρινής Διασυνοριακής Π.Υ για την Ίδρυση και Λειτουργία Σχολής Ναυαγοσωστικής Εκπαίδευσης,Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για την Ίδρυση και Λειτουργία Σχολής Ναυαγοσωστικής Εκπαίδευσης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου
Πιστοποίηση εργοδοτών"
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Υπαίθριο Εμπόριο επί Πλοίων,"Δήλωση Προσωρινής Διασυνοριακής Π.Υ. για το Υπαίθριο Εμπόριο επί Πλοίων
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
