Τίτλος,Όμοιοι Τίτλοι
Έγκριση αγοράς ενωτίων για αιγοπρόβατα,Έγκριση αγοράς ενωτίων για βοοειδή
Έγκριση αγοράς ενωτίων για βοοειδή,Έγκριση αγοράς ενωτίων για αιγοπρόβατα
Έγκριση αναπληρωτή παραγωγού - πωλητή λαϊκής αγοράς,"Αλλαγή λαϊκής αγοράς
Οριστική διαγραφή παραγωγού - πωλητή από λαϊκές αγορές"
Έγκριση κανονισμών λειτουργίας των πλοηγικών σταθμών,Έγκριση Κανονισμών Λειτουργίας Κέντρων Επανελέγχου Φιαλών
Έγκριση οργάνων/συστημάτων μέτρησης καυσίμων,"Εξουσιοδότηση συνεργείων για τον έλεγχο ρύθμιση και σφράγιση συστημάτων μέτρησης καυσίμων
Καταχώρηση οργάνων/συστημάτων μέτρησης καυσίμων"
Έγκριση πρόσληψης υπαλλήλου σε λαϊκή αγορά,Αλλαγή λαϊκής αγοράς
Έγκριση της Άσκησης του Επαγγέλματος του Μεσίτη Ακινήτων και Εγγραφής στο Μητρώο του Επιμελητηρίου και το Γεμη,Αναγγελία Άσκησης του Επαγγέλματος του Ξεναγού
"Έγχαρτη αίτηση παράτασης προστασίας εμπορικού σήματος εθνικού, εκ μετατροπής διεθνούς ή εκ μετατροπής κοινοτικού","Έγχαρτη αίτηση παράτασης προστασίας συλλογικού σήματος ή σήματος πιστοποίησης: εκ μετατρ. κοινοτικού ή εκ μετατρ. διεθνούς
Ηλεκτρονική αίτηση παράτασης προστασίας εμπορικού σήματος εθνικού, εκ μετατροπής διεθνούς ή εκ μετατροπής κοινοτικού
Ηλεκτρονική αίτηση παράτασης προστασίας συλλογικού εμπορικού σήματος: εκ μετατροπής διεθνούς ή εκ μετατροπής κοινοτικού
Κατάθεση εμπορικού σήματος εκ μετατροπής Διεθνούς (WIPO)
Παράταση προστασίας εμπορικού σήματος"
Έγχαρτη αίτηση παράτασης προστασίας συλλογικού σήματος ή σήματος πιστοποίησης: εκ μετατρ. κοινοτικού ή εκ μετατρ. διεθνούς,"Έγχαρτη αίτηση παράτασης προστασίας εμπορικού σήματος εθνικού, εκ μετατροπής διεθνούς ή εκ μετατροπής κοινοτικού
Έγχαρτη κατάθεση συλλογικού εμπορικού σήματος ή σήματος πιστοποίησης
Ηλεκτρονική αίτηση παράτασης προστασίας συλλογικού εμπορικού σήματος: εκ μετατροπής διεθνούς ή εκ μετατροπής κοινοτικού
Κατάθεση συλλογικού εμπορικού σήματος ή σήματος πιστοποίησης εκ μετατροπής Διεθνούς (WIPO)
Κατάθεση συλλογικού εμπορικού σήματος ή σήματος πιστοποίησης εκ μετατροπής Κοινοτικού (EUIPO)
Παράταση προστασίας εμπορικού σήματος"
Έγχαρτη κατάθεση εμπορικού σήματος,"Έγχαρτη κατάθεση συλλογικού εμπορικού σήματος ή σήματος πιστοποίησης
Αίτηση διαίρεσης εμπορικού σήματος σε περισσότερα μέρη
Διεθνής καταχώρηση εμπορικού σήματος - Έλεγχος και διαβίβαση διεθνούς αίτησης στον Παγκόσμιο Οργανισμό Διανοητικής Ιδιοκτησίας (WIPO)
Ηλεκτρονική κατάθεση εμπορικού σήματος
Κατάθεση εμπορικού σήματος εκ μετατροπής Διεθνούς (WIPO)
Κατάθεση εμπορικού σήματος εκ μετατροπής Κοινοτικού (EUIPO)
Παραχώρηση άδειας χρήσης εμπορικού σήματος
Προστασία διεθνούς καταχώρησης εμπορικού σήματος την Ελληνική Επικράτεια"
Έγχαρτη κατάθεση συλλογικού εμπορικού σήματος ή σήματος πιστοποίησης,"Έγχαρτη αίτηση παράτασης προστασίας συλλογικού σήματος ή σήματος πιστοποίησης: εκ μετατρ. κοινοτικού ή εκ μετατρ. διεθνούς
Έγχαρτη κατάθεση εμπορικού σήματος
Ηλεκτρονική κατάθεση εμπορικού σήματος
Ηλεκτρονική κατάθεση συλλογικού εμπορικού σήματος
Κατάθεση συλλογικού εμπορικού σήματος ή σήματος πιστοποίησης εκ μετατροπής Διεθνούς (WIPO)
Κατάθεση συλλογικού εμπορικού σήματος ή σήματος πιστοποίησης εκ μετατροπής Κοινοτικού (EUIPO)"
Έκδοση Άδειας Ίδρυσης Κέντρου Αποθεραπείας-Αποκατάστασης,"Άδεια λειτουργίας κέντρου αποθεραπείας / αποκατάστασης
Έκδοση Άδειας Λειτουργίας Κέντρου Αποθεραπείας-Αποκατάστασης"
Έκδοση Άδειας Ίδρυσης Παιδικής Εξοχής-Κατασκήνωσης (Φυσικό/Νομικό Πρόσωπο).,Έκδοση Άδειας Λειτουργίας Παιδικής Εξοχής - Κατασκήνωσης.
Έκδοση Άδειας Ίδρυσης και Λειτουργίας Ιδρυμάτων Παιδικής Πρόνοιας (Φυσικό/Νομικό Πρόσωπο),"Άδεια Ίδρυσης και Λειτουργίας Ενδιαιτημάτων Ζώων
Άδεια Ίδρυσης και Λειτουργίας Ιδιωτικών Κλινικών
Αναγγελία Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου (Φυσικό/Νομικό Πρόσωπο)
Χορήγηση Άδειας Ίδρυσης και Λειτουργίας Εργαστηρίων Αισθητικής (Φυσικό/Νομικό Πρόσωπο)
Χορήγηση Άδειας Ίδρυσης και Λειτουργίας Οδοντοτεχνικών Εργαστηρίων (Φυσικό/Νομικό Πρόσωπο)"
Έκδοση Άδειας Ίδρυσης και Λειτουργίας Μονάδων Φροντίδας Προσχολικής Αγωγής και Διαπαιδαγώγησης από Φορείς ΙΔ,"Άδεια Ίδρυσης και Λειτουργίας Ενδιαιτημάτων Ζώων
Άδεια Ίδρυσης και Λειτουργίας Ιδιωτικών Κλινικών"
Έκδοση Άδειας Ίδρυσης και Λειτουργίας Στεγών Υποστηριζόμενης Διαβίωσης Ατόμων με Αναπηρία που Χαρακτηρίζονται από Νοητική Υστέρηση,Άδεια Ίδρυσης και Λειτουργίας Ιδιωτικών Κλινικών
Έκδοση Άδειας Λειτουργίας Κέντρου Αποθεραπείας-Αποκατάστασης,"Άδεια λειτουργίας κέντρου αποθεραπείας / αποκατάστασης
Έκδοση Άδειας Ίδρυσης Κέντρου Αποθεραπείας-Αποκατάστασης"
Έκδοση Άδειας Λειτουργίας Παιδικής Εξοχής - Κατασκήνωσης.,"Άδεια λειτουργίας παιδικής εξοχής
Έκδοση Άδειας Ίδρυσης Παιδικής Εξοχής-Κατασκήνωσης (Φυσικό/Νομικό Πρόσωπο).
Πάροχοι κατασκήνωσης"
Έκδοση Άδειας Λειτουργίας για την Παρασκευή Σταφιδίνης,"Έκδοση Ειδικής Άδειας Λειτουργίας για την Παρασκευή Σταφιδίνης
Γνωστοποίηση Έναρξης Λειτουργίας για την Παρασκευή Φυσικού ή Τεχνητού (Αεριούχου) Αφρώδους Οίνου"
Έκδοση Απόφασης Ακύρωσης Ελληνικού Διαβατηρίου,"Έκδοση Ελληνικού Διαβατηρίου
Προσφυγή σε Περίπτωση Απόρριψης Αιτήματος Έκδοσης Ελληνικού Διαβατηρίου"
Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ,"Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ / Καταγραφής
Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ / Καταμέτρησης
Έκδοση Βεβαίωσης Καταγραφής Επιβαινόντων Πλοίων
Έκδοση Βεβαίωσης Καταμέτρησης Επιβαινόντων Πλοίων"
Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ / Καταγραφής,"Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ
Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ / Καταμέτρησης
Έκδοση Βεβαίωσης Καταγραφής Επιβαινόντων Πλοίων
Ετήσια Θεώρηση ΗΣΚΘΕΕΑ/ Καταγραφής"
Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ / Καταμέτρησης,"Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ
Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ / Καταγραφής
Έκδοση Βεβαίωσης Καταμέτρησης Επιβαινόντων Πλοίων
Ετήσια Θεώρηση ΗΣΚΘΕΕΑ/ Καταμέτρησης"
Έκδοση Βεβαίωσης Καταγραφής Επιβαινόντων Πλοίων,"Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ
Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ / Καταγραφής
Έκδοση Βεβαίωσης Καταμέτρησης Επιβαινόντων Πλοίων
Ετήσια Θεώρηση Καταγραφής Επιβαινόντων Πλοίων"
Έκδοση Βεβαίωσης Καταμέτρησης Επιβαινόντων Πλοίων,"Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ
Έκδοση Βεβαίωσης ΗΣΚΘΕΕΑ / Καταμέτρησης
Έκδοση Βεβαίωσης Καταγραφής Επιβαινόντων Πλοίων
Ετήσια Θεώρηση Καταγραφής Επιβαινόντων Πλοίων
Ετήσια Θεώρηση Καταμέτρησης Επιβαινόντων Πλοίων"
Έκδοση Ειδικής Άδειας Λειτουργίας για την Παρασκευή Σταφιδίνης,Έκδοση Άδειας Λειτουργίας για την Παρασκευή Σταφιδίνης
Έκδοση Ελληνικού Διαβατηρίου,"Έκδοση Απόφασης Ακύρωσης Ελληνικού Διαβατηρίου
Έκδοση Ελληνικού Διπλώματος για Υποψήφιο Εκπαιδευτή Οδηγών Προέρχόμενου από Άλλο Κράτος Μέλος της Ευρωπαϊκής Ένωσης
Δήλωση Κλοπής/Απώλειας Ελληνικού Διαβατηρίου
Προσφυγή σε Περίπτωση Απόρριψης Αιτήματος Έκδοσης Ελληνικού Διαβατηρίου"
Έκδοση Ελληνικού Διπλώματος για Υποψήφιο Εκπαιδευτή Οδηγών Προέρχόμενου από Άλλο Κράτος Μέλος της Ευρωπαϊκής Ένωσης,"Έκδοση Ελληνικού Διαβατηρίου
Αναγγελία Εκπαιδευτή Υποψηφίων Οδηγών Προερχόμενου από Κράτος Μέλος της Ευρωπαϊκής Ένωσης στην Ελλάδα"
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου δημοσίας χρήσης (ΦΔΧ) λόγω μεταβίβασης,"Άδεια κυκλοφορίας μοτοποδηλάτου
Άδεια οπλοφορίας
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) αγροτικού
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) σε μη κερδοσκοπικά πρόσωπα
Έκδοση άδειας κυκλοφορίας φορτηγού δημοσίας χρήσης (ΦΔΧ) κατόπιν αρχικής χορήγησης
Επικύρωση συμφωνίας μεταβίβασης φορτηγού αυτοκινήτου δημοσίας χρήσης (ΦΔΧ)
Τέλη κυκλοφορίας"
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) αγροτικού,"Άδεια κυκλοφορίας μοτοποδηλάτου
Άδεια οπλοφορίας
Άρση ακινησίας οχήματος ιδιωτικής χρήσης (ΙΧ)
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου δημοσίας χρήσης (ΦΔΧ) λόγω μεταβίβασης
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) σε μη κερδοσκοπικά πρόσωπα
Έκδοση άδειας κυκλοφορίας φορτηγού δημοσίας χρήσης (ΦΔΧ) κατόπιν αρχικής χορήγησης
Αντίγραφο άδειας κυκλοφορίας οχημάτων ιδιωτικής χρήσης (ΙΧ)
Τέλη κυκλοφορίας"
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) σε μη κερδοσκοπικά πρόσωπα,"Άδεια κυκλοφορίας μοτοποδηλάτου
Άδεια οπλοφορίας
Άρση ακινησίας οχήματος ιδιωτικής χρήσης (ΙΧ)
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου δημοσίας χρήσης (ΦΔΧ) λόγω μεταβίβασης
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) αγροτικού
Αντίγραφο άδειας κυκλοφορίας οχημάτων ιδιωτικής χρήσης (ΙΧ)
Τέλη κυκλοφορίας"
Έκδοση άδειας κυκλοφορίας φορτηγού δημοσίας χρήσης (ΦΔΧ) κατόπιν αρχικής χορήγησης,"Άδεια κυκλοφορίας μοτοποδηλάτου
Άδεια οπλοφορίας
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου δημοσίας χρήσης (ΦΔΧ) λόγω μεταβίβασης
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) αγροτικού
Τέλη κυκλοφορίας"
Έκδοση άδειας λειτουργίας καζίνο σε υπό Ελληνική σημαία επιβατικά πλοία που εκτελούν διεθνείς πλόες,Έκδοση δελτίου ανεργίας
Έκδοση βεβαιώσεων–αδειών καταλληλότητας οχημάτων μεταφοράς προϊόντων ζωικής προέλευσης,"Βεβαίωση / άδεια καταλληλότητας οχήματος μεταφοράς προϊόντων ζωικής προέλευσης
Εξαγωγή τροφίμων ζωικής προέλευσης
Εξαγωγή υποπροϊόντων ζωικής προέλευσης"
Έκδοση γνώμης (σύμφωνης) επί αιτημάτων για προσφυγή στη διαδικασία της διαπραγμάτευσης,Νέα διαδικασία 6
Έκδοση δελτίου ανεργίας,"Έκδοση άδειας λειτουργίας καζίνο σε υπό Ελληνική σημαία επιβατικά πλοία που εκτελούν διεθνείς πλόες
Ανανέωση δελτίου ανεργίας
Επανέκδοση άδειας λειτουργίας πρατηρίου υγρών καυσίμων δημόσιας χρήσης μετά από έγκριση νέων σχεδιαγραμμάτων μεταβολών"
Έκδοση εξουσιοδότησης,"Έλεγχος εγκυρότητας υπεύθυνης δήλωσης / εξουσιοδότησης
Ανανέωση εξουσιοδότησης συνεργείου για τοποθέτηση συστήματος περιορισμού ταχύτητας
Χορήγηση / ανανέωση εξουσιοδότησης για έκδοση κάρτας καυσαερίων
Χορήγηση / ανανέωση εξουσιοδότησης κάρτας ελέγχου καυσαερίων (πετρελαιοκίνητα αυτοκίνητα)"
"Έκδοση ευρωπαϊκών εντύπων συνταξιοδότησης (γήρατος, επιζώντων, αναπηρίας, απονομής σύνταξης) - Εδικές Συντάξεις Δημοσίου",Αίτηση συνταξιοδότησης
Έκδοση υπεύθυνης δήλωσης,Έλεγχος εγκυρότητας υπεύθυνης δήλωσης / εξουσιοδότησης
Έκθεση Επιβολής Διοικητικών Κυρώσεων για Διακίνηση Απομιμητικών Προϊόντων,Επιβολή διοικητικών κυρώσεων
Έκτακτα μέτρα στήριξης πληγέντων κακοκαιρίας Ιανός,Έκτακτα μέτρα στήριξης πλημμυροπαθών Εύβοιας
Έκτακτα μέτρα στήριξης πλημμυροπαθών Εύβοιας,Έκτακτα μέτρα στήριξης πληγέντων κακοκαιρίας Ιανός
Έκτακτη μηνιαία αποζημίωση εποχικά εργαζομένων,Αποζημίωση οπτικών
Έλεγχος ασφαλιστικής ικανότητας,"Ασφαλιστική ενημερότητα
Ασφαλιστική ικανότητα
Επιλογή ασφαλιστικής κατηγορίας κύριας και επικουρικής ασφάλισης και εφάπαξ (eΕΦΚΑ)"
Έλεγχος διαθεσιμότητας ονόματος χώρου (domain name),Καταχωρητές ονομάτων χώρου (domain names)
Έλεγχος εγκυρότητας υπεύθυνης δήλωσης / εξουσιοδότησης,"Έκδοση εξουσιοδότησης
Έκδοση υπεύθυνης δήλωσης"
Έλεγχος ηλεκτρολογικών σε εγκαταστάσεις εξυπηρέτησης οχημάτων,"Εγκαταστάσεις επεξεργασίας λυμάτων
Μητρώο ηλεκτρικών εγκαταστάσεων"
Έλεγχος και εκκαθάριση συνταγών (ΚΜΕΣ),Έλεγχος και εκκαθάριση των συναλλαγών αξιοποίησης των περιουσιακών στοιχείων του Δημοσίου δυνάμει του ν.3986/2011
Έλεγχος και εκκαθάριση των συναλλαγών αξιοποίησης των περιουσιακών στοιχείων του Δημοσίου δυνάμει του ν.3986/2011,"Έλεγχος και εκκαθάριση συνταγών (ΚΜΕΣ)
Η Τήρηση αρχείου με συμβάσεις αξιοποίησης περιουσιακών στοιχείων του Δημοσίου
Παρακολούθηση εσόδων από την αξιοποίηση των περιουσιακών στοιχείων του Δημοσίου"
Έλεγχος τήρησης κανονιστικού πλαισίου στη διαδικασία επιλογής εκπαιδευτικού προσωπικού από τις Σχολές,"Νέα διαδικασία 6
Παρακολούθηση κανονιστικού πλαισίου"
Έλεγχος τιμολογίων πλοηγικών δικαιωμάτων,Καταβολή πλοηγικών δικαιωμάτων
"Έναρξη Εργασιών και Απόδοση ΑΦΜ σε Παρόχους Υπηρεσιών, Νομικά Πρόσωπα, με Εγκατάσταση","Έναρξη Εργασιών και Απόδοση ΑΦΜ σε Παρόχους Υπηρεσιών, Φυσικά και Νομικά Πρόσωπα χωρίς Εγκατάσταση"
"Έναρξη Εργασιών και Απόδοση ΑΦΜ σε Παρόχους Υπηρεσιών, Φυσικά και Νομικά Πρόσωπα χωρίς Εγκατάσταση","Έναρξη Εργασιών και Απόδοση ΑΦΜ σε Παρόχους Υπηρεσιών, Νομικά Πρόσωπα, με Εγκατάσταση"
Έναρξη εκμετάλλευσης αιγοπροβάτων,Διακοπή λειτουργίας ή αλλαγή στοιχείων εκμετάλλευσης αιγοπροβάτων
Ένταξη στο Μητρώο Εκπαιδευτών Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχ,"Έγκριση Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού Ασφάλειας
Ένταξη στο Μητρώο Φορέων Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού
Κατάθεση Απολογισμού Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού Ασφάλειας"
Ένταξη στο Μητρώο Φορέων Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού,"Έγκριση Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού Ασφάλειας
Ένταξη στο Μητρώο Εκπαιδευτών Εκτέλεσης Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχ
Κατάθεση Απολογισμού Προγραμμάτων Επιμόρφωσης Εργοδοτών και Εργαζομένων για Θέματα Άσκησης Καθηκόντων Τεχνικού Ασφάλειας
Μητρώο πλοίων"
Έρευνα ιδιοκτησιακού καθεστώτος (ΠΔ 97/2017 σε συνδυασμό με ν. 4061/2012 άρθ. 1),Τήρηση ψηφιακής βάσης δεδομένων για ακίνητα διαχείρισης ΥΠΑΑΤ (ΠΔ 97/2017 σε συνδυασμό με Ν. 4061/2012 άρθρο 2 και αρθ. 26)
Ίδρυση και λειτουργία επιχείρησης επαγγελματικής χρήσης βιοκτόνων σκευασμάτων για την καταπολέμηση εντόμων και τρωκτικών,Γνωστοποίηση Ίδρυσης και Λειτουργίας Επιχείρησης Επαγγελματικής Χρήσης Βιοκτόνων Σκευασμάτων
Αίτημα προς Κέντρο Πιστοποίησης Αναπηρίας (ΚΕΠΑ),Πιστοποίηση στο Κέντρο Πιστοποίησης Αναπηρίας (ΚΕΠΑ)
Αίτηση & δήλωση καταχώρισης εμπόρου στο μητρώο εμπόρων ζωικών προϊόντων,"Καταχώριση στο μητρώο εμπόρων ζωικών προϊόντων
Καταχώριση στο μητρώο επιχειρήσεων ζωικών υποπροϊόντων"
"Αίτηση Εγγραφής και Χορήγησης Άδειας Άσκησης Επαγγέλματος Γεωτεχνικού: Γεωπόνου, Δασολόγου, Κτηνιάτρου, Γεωλόγου,Ιχθυολόγου","Αναγγελία Άσκησης Επαγγέλματος Οπτικού
Δήλωση Συνέχισης Άσκησης Γεωτεχνικού Επαγγέλματος Ειδικότητας Γεωπόνου, Δασολόγου, Κτηνιάτρου, Γεωλόγου, Ιχθυολόγου
Παύση άσκησης επαγγέλματος μηχανικού
Χορήγηση Άδειας Ασκήσεως Επαγγέλματος Οπτικού ."
Αίτηση αλλαγής στοιχείων επικοινωνίας,"Αίτηση αλλαγής στοιχείων ταυτότητας
Επικαιροποίηση στοιχείων επικοινωνίας με το κτηματολόγιο"
Αίτηση αλλαγής στοιχείων ταυτότητας,Αίτηση αλλαγής στοιχείων επικοινωνίας
Αίτηση για Τροποποίηση Βεβαίωσης Συνδρομής ομίμων Προϋποθέσεων για την Άσκηση της Δραστηριότητας Αφαίρεσης-Κατεδάφισης Αμιάντ,Αίτηση για Χορήγηση Βεβαίωσης Συνδρομής Νομίμων Προϋποθέσεων για την Άσκηση της Δραστηριότητας Αφαίρεσης-Κατεδάφισης Αμιάντου
Αίτηση για Χορήγηση Βεβαίωσης Συνδρομής Νομίμων Προϋποθέσεων για την Άσκηση της Δραστηριότητας Αφαίρεσης-Κατεδάφισης Αμιάντου,Αίτηση για Τροποποίηση Βεβαίωσης Συνδρομής ομίμων Προϋποθέσεων για την Άσκηση της Δραστηριότητας Αφαίρεσης-Κατεδάφισης Αμιάντ
Αίτηση για εκπαιδευτικά θέματα,Ψηφιακά εκπαιδευτικά βοηθήματα πανελλαδικών εξετάσεων
Αίτηση διαίρεσης εμπορικού σήματος σε περισσότερα μέρη,Έγχαρτη κατάθεση εμπορικού σήματος
Αίτηση ελεγκτή δόμησης / διαχείριση πορισμάτων ελέγχου,Μητρώο ελεγκτών δόμησης
Αίτηση κινητικότητας,Χαρακτηρισμός Σχεδίων Βιώσιμης Αστικής Κινητικότητας (ΣΒΑΚ)
Αίτηση μελισσοκομικού μητρώου,Ελαιοκομικό μητρώο
Αίτηση συνταξιοδότησης,"Έκδοση ευρωπαϊκών εντύπων συνταξιοδότησης (γήρατος, επιζώντων, αναπηρίας, απονομής σύνταξης) - Εδικές Συντάξεις Δημοσίου
Παρακολούθηση πορείας αίτησης συνταξιοδότησης"
Αίτηση υποψηφίου συνταγογράφου φυτοπροστατευτικών προϊόντων,"Πώληση φυτοπροστατευτικών προϊόντων
Συνταγογράφηση φυτοπροστατευτικών προϊόντων"
Αίτηση ωρομισθίων εκπαιδευτικών ΙΕΚ,"Αίτηση ωρομισθίων εκπαιδευτικών ΙΕΚ – ΟΑΕΔ
Αίτηση ωρομισθίων εκπαιδευτών (ΔΙΕΚ, ΣΔΕΚ, Σχολεία δεύτερης ευκαιρίας)"
Αίτηση ωρομισθίων εκπαιδευτικών ΙΕΚ – ΟΑΕΔ,"Αίτηση ωρομισθίων εκπαιδευτικών ΙΕΚ
Αίτηση ωρομισθίων εκπαιδευτών (ΔΙΕΚ, ΣΔΕΚ, Σχολεία δεύτερης ευκαιρίας)"
"Αίτηση ωρομισθίων εκπαιδευτών (ΔΙΕΚ, ΣΔΕΚ, Σχολεία δεύτερης ευκαιρίας)","Αίτηση ωρομισθίων εκπαιδευτικών ΙΕΚ
Αίτηση ωρομισθίων εκπαιδευτικών ΙΕΚ – ΟΑΕΔ"
Αγροτικοί συνεταιρισμοί,"Μητρώο αστικών συνεταιρισμών
Πιστοποιητικό περί μη τροποποίησης καταστατικού συνεταιρισμού"
Αιτήσεις για θέματα αγροτικής και κτηνιατρικής πολιτικής,"Αιτήσεις για θέματα αγροτικής οικονομίας και κτηνιατρικής
Αιτήσεις για θέματα αλιείας"
Αιτήσεις για θέματα αγροτικής οικονομίας και κτηνιατρικής,"Αιτήσεις για θέματα αγροτικής και κτηνιατρικής πολιτικής
Αιτήσεις για θέματα αλιείας"
Αιτήσεις για θέματα αλιείας,"Αιτήσεις για θέματα αγροτικής και κτηνιατρικής πολιτικής
Αιτήσεις για θέματα αγροτικής οικονομίας και κτηνιατρικής
Αιτήσεις για θέματα τοπογραφίας εποικισμού και αναδασμού
Αιτήσεις για θέματα υγειονομικών ελέγχων και περιβαλλοντικής υγιεινής των περιφερειακών ενοτήτων"
Αιτήσεις για θέματα τοπογραφίας εποικισμού και αναδασμού,Αιτήσεις για θέματα αλιείας
Αιτήσεις για θέματα υγειονομικών ελέγχων και περιβαλλοντικής υγιεινής των περιφερειακών ενοτήτων,"Αιτήσεις για θέματα αλιείας
Αναφορά / καταγγελία για θέματα υγειονομικών ελέγχων και περιβαλλοντικής υγιεινής των περιφερειακών ενοτήτων
Αντίγραφα εγγράφων από φάκελο υπόθεσης υγειονομικών ελέγχων και περιβαλλοντικής υγιεινής των περιφερειακών ενοτήτων
Ενστάσεις για θέματα υγειονομικών ελέγχων και περιβαλλοντικής υγιεινής των περιφερειακών ενοτήτων"
"Αιτήσεις μεταβολών εμπορικών σημάτων: Αλλαγές διεύθυνσης, επωνυμίας, νομικής μορφής (έγχαρτα ή ηλεκτρονικά)",Κατοχύρωση εμπορικών σημάτων
Ακατάσχετος λογαριασμός,Ατομικός λογαριασμός ασφάλισης μισθωτών
Αλλαγή / παύση δραστηριότητας επιχείρησης ζωοτροφών,Σύσταση επιχείρησης
"Αλλαγή εκπροσώπου γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25","Ανάκληση απόφασης εγκατάστασης γραφείου ή υποκαταστήματος ναυτιλιακών επιχειρήσεων - ν. 27/75, αρ. 25
Δήλωση αποδοχής ανάθεσης διαχείρισης πλοίου σε γραφείο/υποκατάστημα ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25
Διαπίστωση παύσης ισχύος άδειας εγκατάστασης γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25
Ενημέρωση έναρξης λειτουργίας δραστηριότητας γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25
Τροποποίηση όρων εγκατάστασης γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25
Υποβολή ετησίων στοιχείων δραστηριότητας γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25"
Αλλαγή κατηγορίας άδειας επαγγελματία λαϊκών αγορών,Άδεια Επαγγελματία Πωλητή Λαϊκών Αγορών
Αλλαγή λαϊκής αγοράς,"Έγκριση αναπληρωτή παραγωγού - πωλητή λαϊκής αγοράς
Έγκριση πρόσληψης υπαλλήλου σε λαϊκή αγορά"
Αλλαγή ονόματος επαγγελματικού αλιευτικού σκάφους,"Μεταγραφή (μετανηολόγηση /μεταλεμβολόγηση) επαγγελματικού αλιευτικού σκάφους
Σύμφωνη γνώμη μεταβίβασης επαγγελματικού αλιευτικού σκάφους"
Αμοιβαία μετάθεση μόνιμου εκπαιδευτικού Δ.Ε. από σχολείο σε σχολείο της ίδιας περιοχής μετάθεσης,"Αμοιβαία μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από περιοχή σε περιοχή μετάθεσης
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από σχολείο σε σχολείο της ίδιας περιοχής μετάθεσης"
